text,intent
Saya ingin lihat detail golongan darah saya,cek_golongan_darah
Golongan darah saya tersimpan apa ya?,cek_golongan_darah
Tolong tunjukkan golongan darah saya di sistem,cek_golongan_darah
Bisa cekkan golongan darah saya dari tabel customer?,cek_golongan_darah
Saya ingin mengetahui golongan darah yang tercatat,cek_golongan_darah
Coba cek golongan darah saya,cek_golongan_darah
Saya mau tahu apakah saya golongan darah AB,cek_golongan_darah
Tolong tampilkan golongan darah saya di data,cek_golongan_darah
Bisa cek golongan darah dari profil saya?,cek_golongan_darah
Apa golongan darah saya dalam sistem?,cek_golongan_darah
Saya ingin tahu golongan darah saya di database,cek_golongan_darah
Tolong cekkan golongan darah saya di akun,cek_golongan_darah
Coba tampilkan golongan darah saya sesuai profil,cek_golongan_darah
Saya ingin tahu golongan darah saya yang tersimpan,cek_golongan_darah
Golongan darah saya apa menurut data customer?,cek_golongan_darah
Tolong tampilkan golongan darah customer ini,cek_golongan_darah
Bisa cekkan golongan darah saya sesuai NIK?,cek_golongan_darah
Saya ingin lihat golongan darah saya di catatan,cek_golongan_darah
Apa golongan darah saya di tabel customer?,cek_golongan_darah
Cek golongan darah saya di database,cek_golongan_darah
Saya ingin tahu golongan darah saya yang tercatat di sistem,cek_golongan_darah
Tolong tampilkan data golongan darah saya,cek_golongan_darah
Coba cek golongan darah yang tersimpan di profil saya,cek_golongan_darah
Saya mau tahu golongan darah saya berdasarkan akun,cek_golongan_darah
Tolong perlihatkan golongan darah saya di database,cek_golongan_darah
Saya ingin tahu apakah data saya mencatat golongan darah,cek_golongan_darah
Bisa tampilkan golongan darah saya sesuai tabel?,cek_golongan_darah
Saya mau lihat data golongan darah customer,cek_golongan_darah
Tolong tunjukkan golongan darah saya di catatan medis,cek_golongan_darah
Apa golongan darah saya?,cek_golongan_darah
Tolong cek golongan darahku,cek_golongan_darah
Saya ingin tahu golongan darah saya,cek_golongan_darah
Bisa tampilkan golongan darah saya?,cek_golongan_darah
Apa golongan darah yang tercatat di akun saya?,cek_golongan_darah
Cek golongan darah customer ini,cek_golongan_darah
Apa golongan darahku?,cek_golongan_darah
Tolong info golongan darah saya,cek_golongan_darah
Saya mau tahu golongan darah,cek_golongan_darah
Bisa kasih tahu golongan darah saya?,cek_golongan_darah
Tolong tunjukkan golongan darah,cek_golongan_darah
Cek golongan darah user,cek_golongan_darah
Apa blood type saya?,cek_golongan_darah
Bisa lihat golongan darah saya?,cek_golongan_darah
Saya ingin lihat golongan darah saya,cek_golongan_darah
Apa tipe darah saya?,cek_golongan_darah
Tolong tampilkan blood type saya,cek_golongan_darah
Apa data golongan darah customer?,cek_golongan_darah
Bisa cek tipe darah saya?,cek_golongan_darah
Saya pengin tahu golongan darahku,cek_golongan_darah
Apa sih golongan darah saya?,cek_golongan_darah
Golongan darah saya tercatat apa?,cek_golongan_darah
Lihatkan golongan darah,cek_golongan_darah
Bisakah kamu cek golongan darah saya?,cek_golongan_darah
Tolong ambil data golongan darah saya,cek_golongan_darah
Apa blood group saya?,cek_golongan_darah
Saya ingin tahu tipe darah saya,cek_golongan_darah
Bisa kasih saya informasi golongan darah?,cek_golongan_darah
Apa informasi golongan darah saya?,cek_golongan_darah
Saya mau lihat blood type,cek_golongan_darah
Apa data blood group saya?,cek_golongan_darah
Tolong cekkan golongan darah saya,cek_golongan_darah
Apa golongan darah customer dengan ID ini?,cek_golongan_darah
Golongan darah saya yang tersimpan apa?,cek_golongan_darah
Kasih tahu saya golongan darah,cek_golongan_darah
Saya pengen lihat golongan darah saya,cek_golongan_darah
Apa tipe darahku?,cek_golongan_darah
Boleh cek golongan darah saya?,cek_golongan_darah
Saya penasaran golongan darah saya apa,cek_golongan_darah
Cek golongan darah di akun saya,cek_golongan_darah
Apa golongan darah di database saya?,cek_golongan_darah
Saya ingin informasi tentang golongan darah saya,cek_golongan_darah
Ambilkan data golongan darah saya,cek_golongan_darah
Apa golongan darah saya di sistem?,cek_golongan_darah
Bisakah lihatkan golongan darah saya?,cek_golongan_darah
Data golongan darah saya tolong ditampilkan,cek_golongan_darah
Saya ingin cek blood type saya,cek_golongan_darah
Golongan darah saya tolong dicek,cek_golongan_darah
Apa golongan darah sesuai profil saya?,cek_golongan_darah
Tolong cek alamat saya,cek_data_customer
Umur saya berapa ya?,cek_data_customer
Saya lahir tanggal berapa?,cek_data_customer
Nomor HP saya yang terdaftar apa ya?,cek_data_customer
Bisa lihat golongan darah saya?,cek_data_customer
Bahasa pilihan saya apa ya?,cek_data_customer
Timezone saya sekarang terdaftar apa?,cek_data_customer
NIK saya yang tersimpan apa?,cek_data_customer
Tolong tampilkan data diri saya,cek_data_customer
Saya mau tahu alamat lengkap saya,cek_data_customer
Bisakah cek tanggal lahir saya?,cek_data_customer
Apa nomor telepon saya di sistem?,cek_data_customer
Saya ingin lihat golongan darah saya,cek_data_customer
Bahasa utama saya apa?,cek_data_customer
Timezone saya tersimpan apa ya?,cek_data_customer
Tolong cek kapan terakhir saya login,cek_data_customer
Data nama saya yang tercatat apa?,cek_data_customer
Umur saya sekarang berapa tahun?,cek_data_customer
Apa ID customer saya?,cek_data_customer
Bisa kasih tahu alamat rumah saya?,cek_data_customer
Tanggal lahir saya bisa dicek?,cek_data_customer
Saya ingin tahu nomor HP saya,cek_data_customer
Golongan darah saya tersimpan apa ya?,cek_data_customer
Cek bahasa yang saya gunakan,cek_data_customer
Tolong lihat timezone akun saya,cek_data_customer
Data NIK saya apa ya?,cek_data_customer
Saya mau tahu kapan terakhir login,cek_data_customer
Cek detail profil saya,cek_data_customer
Saya ingin tahu alamat saya,cek_data_customer
Boleh lihat umur saya sekarang?,cek_data_customer
Data tanggal lahir saya apa?,cek_data_customer
Apa nomor handphone saya?,cek_data_customer
Golongan darah saya apa ya?,cek_data_customer
Apa bahasa preferensi saya?,cek_data_customer
Timezone saya tersimpan yang mana?,cek_data_customer
Kapan terakhir saya akses akun?,cek_data_customer
Saya mau lihat nama saya di sistem,cek_data_customer
Berapa umur saya sekarang?,cek_data_customer
Tolong cek ID customer saya,cek_data_customer
Bisa tampilkan alamat saya?,cek_data_customer
Saya pengin tahu tanggal lahir saya,cek_data_customer
Nomor telepon saya tersimpan apa ya?,cek_data_customer
Golongan darah saya bisa dicek?,cek_data_customer
Apa bahasa saya?,cek_data_customer
Timezone akun saya apa ya?,cek_data_customer
Tolong cek kapan login terakhir saya,cek_data_customer
Apa NIK saya?,cek_data_customer
Saya ingin lihat profil saya,cek_data_customer
Tolong kasih tahu alamat saya,cek_data_customer
Cek umur saya,cek_data_customer
Lihat tanggal lahir saya,cek_data_customer
Apa alamat saya yang tercatat?,cek_data_customer
Kapan tanggal lahir saya?,cek_data_customer
Saya ingin tahu nomor HP saya di sistem,cek_data_customer
Bahasa utama saya apa yang tersimpan?,cek_data_customer
Timezone saya apa?,cek_data_customer
Kapan terakhir saya login?,cek_data_customer
NIK saya berapa?,cek_data_customer
Cek nama lengkap saya dong,cek_data_customer
Tolong tampilkan alamat saya,cek_data_customer
Tanggal lahir saya tersimpan kapan?,cek_data_customer
Saya ingin tahu golongan darah saya,cek_data_customer
No HP saya berapa di data?,cek_data_customer
Cek preferred language saya,cek_data_customer
Saya pakai timezone apa?,cek_data_customer
Kapan terakhir kali saya masuk akun?,cek_data_customer
Apa NIK saya yang tercatat?,cek_data_customer
Tolong cek data nama saya,cek_data_customer
Boleh tahu alamat lengkap saya?,cek_data_customer
Sistem simpan umur saya berapa?,cek_data_customer
Coba cek golongan darah saya,cek_data_customer
No handphone saya yang ada di sistem?,cek_data_customer
Timezone akun saya apa?,cek_data_customer
Terakhir login saya kapan?,cek_data_customer
NIK saya bisa ditampilkan?,cek_data_customer
Nama saya yang tersimpan siapa?,cek_data_customer
Saya mau lihat alamat saya,cek_data_customer
Tolong infokan umur saya,cek_data_customer
Tanggal lahir saya yang tercatat?,cek_data_customer
Golongan darah saya apa sih?,cek_data_customer
Cek nomor HP saya dong,cek_data_customer
Bahasa favorit saya apa?,cek_data_customer
Timezone default saya apa?,cek_data_customer
Kapan terakhir kali saya login?,cek_data_customer
Nomor induk kependudukan saya berapa?,cek_data_customer
Nama lengkap saya yang terdaftar?,cek_data_customer
Bisa tunjukin alamat saya?,cek_data_customer
Saya berusia berapa sekarang?,cek_data_customer
Kapan saya lahir menurut data?,cek_data_customer
Golongan darah saya tersimpan apa?,cek_data_customer
Nomor HP saya di database berapa?,cek_data_customer
Preferred language saya apa ya?,cek_data_customer
Timezone saya tersimpan apa?,cek_data_customer
Cek kapan terakhir login saya,cek_data_customer
Data NIK saya apa?,cek_data_customer
Nama saya apa yang ada di sistem?,cek_data_customer
Tolong tampilkan daftar diagnosis saya,riwayat_diagnosis
Saya ingin melihat riwayat diagnosis penyakit,riwayat_diagnosis
Bisa tunjukkan diagnosis apa saja yang pernah dicatat?,riwayat_diagnosis
Tolong perlihatkan catatan diagnosis saya,riwayat_diagnosis
Apa saja diagnosis yang ada di data saya?,riwayat_diagnosis
Saya ingin tahu diagnosis yang sudah tercatat,riwayat_diagnosis
Tampilkan seluruh diagnosis saya,riwayat_diagnosis
Cek riwayat diagnosis kesehatan saya,riwayat_diagnosis
Saya mau lihat diagnosis medis saya,riwayat_diagnosis
Daftar diagnosis saya apa saja?,riwayat_diagnosis
"Tolong tampilkan diagnosis anemia, hipertensi, atau lainnya",riwayat_diagnosis
Saya ingin daftar diagnosis lengkap,riwayat_diagnosis
Tolong periksa dan tunjukkan diagnosis saya,riwayat_diagnosis
Bisa lihat diagnosis utama dan sekunder saya?,riwayat_diagnosis
Saya ingin tahu diagnosis medis yang tercatat,riwayat_diagnosis
Ada diagnosis apa saja di catatan saya?,riwayat_diagnosis
Tolong tunjukkan semua diagnosis terdokumentasi,riwayat_diagnosis
Coba tampilkan riwayat diagnosis saya,riwayat_diagnosis
Saya butuh informasi tentang diagnosis saya,riwayat_diagnosis
Tolong keluarkan daftar diagnosis saya,riwayat_diagnosis
Saya mau riwayat diagnosis medis saya,riwayat_diagnosis
Lihatkan diagnosis penyakit saya,riwayat_diagnosis
Saya ingin melihat catatan medis diagnosis,riwayat_diagnosis
Perlihatkan daftar diagnosis pasien ini,riwayat_diagnosis
Apa diagnosis terakhir saya?,riwayat_diagnosis
Bisa tampilkan diagnosis yang pernah dicatat dokter?,riwayat_diagnosis
Tolong tampilkan diagnosis sekunder saya,riwayat_diagnosis
Saya ingin melihat diagnosis sementara,riwayat_diagnosis
Tolong perlihatkan diagnosis utama saya,riwayat_diagnosis
Apa saja diagnosis terkait hipertensi?,riwayat_diagnosis
Saya mau daftar diagnosis anemia atau lainnya,riwayat_diagnosis
Periksa dan tampilkan diagnosis saya,riwayat_diagnosis
Cek semua diagnosis yang tercatat,riwayat_diagnosis
Daftar riwayat diagnosis saya apa saja?,riwayat_diagnosis
Tolong keluarkan diagnosis dari catatan kunjungan,riwayat_diagnosis
Saya ingin data diagnosis yang ada,riwayat_diagnosis
Daftar diagnosis yang tersimpan apa saja?,riwayat_diagnosis
Saya ingin akses riwayat diagnosis saya,riwayat_diagnosis
Tampilkan diagnosis dengan deskripsinya,riwayat_diagnosis
Saya mau tahu penyakit yang pernah terdiagnosis,riwayat_diagnosis
Perlihatkan diagnosis detail dari rekam medis saya,riwayat_diagnosis
Tolong tampilkan diagnosis dengan gejala tambahan,riwayat_diagnosis
Saya ingin tahu jenis diagnosis saya,riwayat_diagnosis
List semua diagnosis yang saya miliki,riwayat_diagnosis
Tolong tunjukkan catatan diagnosis pasien,riwayat_diagnosis
Apa saja diagnosis medis saya?,riwayat_diagnosis
Bisa tampilkan data diagnosis terbaru?,riwayat_diagnosis
Saya butuh riwayat diagnosis lengkap,riwayat_diagnosis
Tolong tampilkan diagnosis dari semua kunjungan,riwayat_diagnosis
Saya ingin daftar diagnosis dari rekam medis,riwayat_diagnosis
Apa diagnosis yang sudah direkam sejauh ini?,riwayat_diagnosis
Tolong tampilkan semua diagnosis pasien ini,riwayat_diagnosis
Tolong tampilkan riwayat diagnosis saya,riwayat_diagnosis
Saya mau lihat daftar diagnosis yang pernah dicatat,riwayat_diagnosis
Apa saja diagnosis yang pernah diberikan dokter ke saya?,riwayat_diagnosis
Tolong tunjukkan semua catatan diagnosis saya,riwayat_diagnosis
Saya ingin tahu diagnosis saya sebelumnya,riwayat_diagnosis
Bisa tampilkan histori diagnosis kesehatan saya?,riwayat_diagnosis
Daftar penyakit yang pernah saya alami ada di mana?,riwayat_diagnosis
Tolong buka data diagnosis saya,riwayat_diagnosis
Riwayat diagnosis medis saya apa saja?,riwayat_diagnosis
Saya ingin lihat diagnosis terakhir saya,riwayat_diagnosis
Apa hasil diagnosis dokter kemarin?,riwayat_diagnosis
Saya ingin tahu riwayat kondisi medis dari tabel diagnosis,riwayat_diagnosis
Bisa tolong cek diagnosis saya di database?,riwayat_diagnosis
Tampilkan diagnosis saya dari kunjungan sebelumnya,riwayat_diagnosis
Saya mau lihat catatan penyakit yang pernah dicatat dokter,riwayat_diagnosis
Cek riwayat diagnosa kesehatan saya,riwayat_diagnosis
Apakah saya pernah didiagnosis anemia?,riwayat_diagnosis
Tolong tunjukkan catatan diagnosa hipertensi saya,riwayat_diagnosis
Saya mau tahu apakah ada diagnosis diabetes di riwayat saya,riwayat_diagnosis
Lihat daftar diagnosa lengkap saya,riwayat_diagnosis
Tampilkan semua diagnosis berdasarkan visit_id saya,riwayat_diagnosis
Saya butuh ringkasan diagnosis medis saya,riwayat_diagnosis
Riwayat diagnosis penyakit saya apa saja?,riwayat_diagnosis
Tolong tampilkan detail diagnosis saya,riwayat_diagnosis
Saya ingin lihat semua hasil diagnosa saya,riwayat_diagnosis
Bisa perlihatkan histori penyakit yang pernah dicatat?,riwayat_diagnosis
Tolong cari diagnosa saya dari catatan kunjungan,riwayat_diagnosis
Saya ingin tahu catatan diagnosis utama saya,riwayat_diagnosis
Ada diagnosis sekunder di riwayat saya?,riwayat_diagnosis
Saya butuh informasi semua diagnosis saya,riwayat_diagnosis
Catatan diagnosis sementara saya bisa ditampilkan?,riwayat_diagnosis
Saya ingin lihat diagnosa anemia saya,riwayat_diagnosis
Buka data diagnosa hipertensi saya,riwayat_diagnosis
Diagnosis diabetes saya tersimpan di mana?,riwayat_diagnosis
Tolong tunjukkan diagnosis kronis saya,riwayat_diagnosis
Saya mau tahu hasil diagnosa dokter tentang saya,riwayat_diagnosis
Cek daftar diagnosis medis yang pernah saya alami,riwayat_diagnosis
Apa saja catatan diagnosa saya di tabel diagnosis?,riwayat_diagnosis
Saya ingin lihat data diagnosa dari visit terakhir,riwayat_diagnosis
Bisa tolong tampilkan histori diagnosa dokter?,riwayat_diagnosis
Tolong tampilkan diagnosis beserta deskripsinya,riwayat_diagnosis
Saya ingin cek catatan diagnosa saya lengkap,riwayat_diagnosis
Lihat riwayat diagnosa terkait kunjungan saya,riwayat_diagnosis
Tampilkan diagnosa saya berdasarkan visit_id,riwayat_diagnosis
Saya butuh akses ke data diagnosis saya,riwayat_diagnosis
Tolong perlihatkan penyakit apa saja yang sudah terdiagnosis,riwayat_diagnosis
Saya ingin lihat list diagnosa dari riwayat saya,riwayat_diagnosis
Cek detail diagnosa yang pernah diberikan dokter,riwayat_diagnosis
Saya ingin tahu semua diagnosa di rekam medis saya,riwayat_diagnosis
Bisa tampilkan riwayat diagnosis secara kronologis?,riwayat_diagnosis
Saya ingin melihat daftar diagnosis penyakit saya,riwayat_diagnosis
Apa saja diagnosis yang pernah dicatat untuk saya?,riwayat_diagnosis
Tampilkan semua catatan diagnosis medis saya,riwayat_diagnosis
Daftar penyakit yang pernah didiagnosis tolong ditunjukkan,riwayat_diagnosis
Riwayat penyakit saya apa saja?,riwayat_diagnosis
Diagnosis apa yang pernah saya dapatkan?,riwayat_diagnosis
Saya ingin tahu semua diagnosis saya,riwayat_diagnosis
Catatan diagnosis medis tolong ditampilkan,riwayat_diagnosis
Apa saja hasil diagnosis dokter saya sebelumnya?,riwayat_diagnosis
Sebutkan riwayat diagnosis penyakit saya,riwayat_diagnosis
Bisa ditampilkan daftar diagnosis saya?,riwayat_diagnosis
Riwayat diagnosa saya ada apa saja?,riwayat_diagnosis
Tolong buka semua diagnosis saya yang pernah dicatat,riwayat_diagnosis
Diagnosis utama dan sekunder saya apa saja?,riwayat_diagnosis
Saya ingin melihat penyakit yang sudah terdiagnosis,riwayat_diagnosis
Daftar hasil diagnosa dokter saya,riwayat_diagnosis
Cek semua diagnosis medis saya,riwayat_diagnosis
Riwayat diagnosa dokter saya tolong tampilkan,riwayat_diagnosis
Ada catatan diagnosis saya?,riwayat_diagnosis
Semua diagnosis kesehatan saya tolong diperlihatkan,riwayat_diagnosis
Apa diagnosis terbaru saya?,riwayat_diagnosis
Saya mau tahu daftar diagnosa saya,riwayat_diagnosis
Bisa tunjukkan riwayat diagnosa medis saya?,riwayat_diagnosis
Daftar penyakit terdiagnosis saya,riwayat_diagnosis
Diagnosis kesehatan saya apa saja?,riwayat_diagnosis
Tolong tampilkan semua diagnosa penyakit saya,riwayat_diagnosis
Riwayat medis diagnosis saya apa saja?,riwayat_diagnosis
Saya ingin tahu penyakit yang pernah didiagnosis pada saya,riwayat_diagnosis
Apa saja diagnosis saya yang sudah dicatat?,riwayat_diagnosis
Daftar hasil diagnosa kesehatan saya,riwayat_diagnosis
Tampilkan diagnosa medis saya,riwayat_diagnosis
Catatan penyakit yang didiagnosis pada saya,riwayat_diagnosis
Apa diagnosis medis saya sejauh ini?,riwayat_diagnosis
Sebutkan semua diagnosa saya,riwayat_diagnosis
Cek diagnosa dokter untuk saya,riwayat_diagnosis
Riwayat diagnosis medis tolong tampilkan,riwayat_diagnosis
Apa saja penyakit yang didiagnosa ke saya?,riwayat_diagnosis
Daftar diagnosis kesehatan pasien ini,riwayat_diagnosis
Tolong tampilkan diagnosis penyakit pasien,riwayat_diagnosis
Semua catatan diagnosa dokter pasien ini,riwayat_diagnosis
Apa hasil diagnosis terakhir saya?,riwayat_diagnosis
Daftar diagnosa lama dan baru saya,riwayat_diagnosis
Saya ingin lihat detail diagnosa medis saya,riwayat_diagnosis
Apa penyakit yang pernah tercatat di diagnosis saya?,riwayat_diagnosis
Tolong perlihatkan riwayat diagnosis lengkap saya,riwayat_diagnosis
Catatan semua diagnosa penyakit saya,riwayat_diagnosis
Riwayat diagnosa saya mohon ditunjukkan,riwayat_diagnosis
Tampilkan daftar lengkap diagnosis medis saya,riwayat_diagnosis
Saya ingin melihat catatan diagnosis terdahulu,riwayat_diagnosis
Apa saja diagnosis yang pernah dicatat?,riwayat_diagnosis
Tampilkan semua diagnosis pasien ini,riwayat_diagnosis
Saya ingin tahu diagnosis terakhir,riwayat_diagnosis
Boleh lihat semua diagnosis sebelumnya?,riwayat_diagnosis
Ada catatan diagnosis apa saja untuk saya?,riwayat_diagnosis
Tolong tampilkan diagnosis yang pernah saya dapat,riwayat_diagnosis
Saya ingin tahu riwayat diagnosis lengkap,riwayat_diagnosis
Daftar lengkap diagnosis saya ada?,riwayat_diagnosis
Diagnosis terdahulu bisa ditampilkan?,riwayat_diagnosis
Apa hasil diagnosis dokter sebelumnya?,riwayat_diagnosis
Lihat semua catatan diagnosis yang ada,riwayat_diagnosis
Riwayat medis saya terkait diagnosis apa saja?,riwayat_diagnosis
Saya ingin mengecek diagnosis lama saya,riwayat_diagnosis
Tolong tampilkan catatan diagnosis medis saya,riwayat_diagnosis
Apa diagnosis utama saya dulu?,riwayat_diagnosis
Bisa tampilkan semua diagnosis terdokumentasi?,riwayat_diagnosis
Saya ingin tahu catatan diagnosis terbaru dan lama,riwayat_diagnosis
Ada diagnosis sekunder yang tercatat?,riwayat_diagnosis
Saya mau lihat diagnosis sementara saya,riwayat_diagnosis
Tolong berikan daftar semua diagnosis pasien,riwayat_diagnosis
Lihat riwayat diagnosa saya,riwayat_diagnosis
Semua hasil diagnosis yang pernah tercatat,riwayat_diagnosis
Saya ingin tahu apa saja diagnosis dokter ke saya,riwayat_diagnosis
Tolong tampilkan riwayat penyakit dari diagnosis,riwayat_diagnosis
Saya ingin mengecek riwayat diagnosa pasien ini,riwayat_diagnosis
Apa saja kondisi medis yang sudah terdiagnosis?,riwayat_diagnosis
Tolong tampilkan daftar diagnosis lengkap,riwayat_diagnosis
Saya mau tahu riwayat diagnosis kesehatan saya,riwayat_diagnosis
Riwayat diagnosa dokter untuk saya,riwayat_diagnosis
Tolong tampilkan catatan diagnosa medis pasien,riwayat_diagnosis
Saya ingin lihat semua diagnosa yang tercatat,riwayat_diagnosis
Apa riwayat diagnosa saya?,riwayat_diagnosis
Tampilkan semua diagnosa saya sebelumnya,riwayat_diagnosis
Saya ingin tahu diagnosa terakhir saya,riwayat_diagnosis
Riwayat diagnosa sekunder saya apa saja?,riwayat_diagnosis
Saya ingin daftar diagnosa utama,riwayat_diagnosis
Tolong berikan saya semua catatan diagnosa,riwayat_diagnosis
Apa catatan diagnosa medis saya?,riwayat_diagnosis
Daftar diagnosa pasien bisa ditampilkan?,riwayat_diagnosis
Saya mau melihat semua diagnosa lama saya,riwayat_diagnosis
Tolong tampilkan semua riwayat diagnosa terdahulu,riwayat_diagnosis
Ada diagnosa apa saja untuk saya?,riwayat_diagnosis
Riwayat diagnosa medis saya,riwayat_diagnosis
Semua diagnosa dokter ke saya,riwayat_diagnosis
Saya ingin lihat histori diagnosa saya,riwayat_diagnosis
Daftar riwayat diagnosa pasien ini apa saja?,riwayat_diagnosis
Saya mau cek semua diagnosa medis saya,riwayat_diagnosis
Saya ingin lihat riwayat diagnosis kesehatan,riwayat_diagnosis
Apa saja diagnosis dokter sebelumnya?,riwayat_diagnosis
Daftar penyakit yang pernah saya alami,riwayat_diagnosis
Cek catatan diagnosis medis saya,riwayat_diagnosis
Riwayat penyakit saya apa aja ya,riwayat_diagnosis
Tunjukkan diagnosis terakhir,riwayat_diagnosis
Ada diagnosis anemia ga di catatan saya?,riwayat_diagnosis
Cek apakah saya pernah didiagnosis hipertensi,riwayat_diagnosis
Saya ingin tahu hasil diagnosis yang sudah dicatat,riwayat_diagnosis
Boleh tampilkan semua diagnosis saya,riwayat_diagnosis
Riwayat diagnosis medis saya tolong ditampilkan,riwayat_diagnosis
Cek catatan diagnosa dokter,riwayat_diagnosis
Tampilkan semua catatan diagnosis penyakit,riwayat_diagnosis
Apa diagnosis utama saya waktu kunjungan terakhir,riwayat_diagnosis
Tolong tunjukkan diagnosis sekunder saya,riwayat_diagnosis
Ada catatan diagnosa sementara?,riwayat_diagnosis
Riwayat diagnosa saya apa saja,riwayat_diagnosis
Saya ingin tahu detail diagnosis anemia saya,riwayat_diagnosis
Apa saja penyakit yang sudah terdiagnosis,riwayat_diagnosis
Tolong tampilkan semua diagnosis terkait hipertensi,riwayat_diagnosis
Riwayat diagnosis detail saya,riwayat_diagnosis
Cek data diagnosis terakhir,riwayat_diagnosis
List semua diagnosis yang sudah dibuat,riwayat_diagnosis
Tampilkan deskripsi diagnosis medis saya,riwayat_diagnosis
Saya ingin lihat catatan diagnosa dokter,riwayat_diagnosis
Apa saja diagnosa sekunder saya,riwayat_diagnosis
Cek diagnosis dengan gejala anemia,riwayat_diagnosis
Tolong tunjukkan semua catatan penyakit,riwayat_diagnosis
Lihat semua riwayat diagnosa hipertensi,riwayat_diagnosis
Catatan diagnosis medis saya tolong buka,riwayat_diagnosis
Saya ingin tahu penyakit yang sudah dicatat dokter,riwayat_diagnosis
Apa saya punya riwayat diagnosis diabetes,riwayat_diagnosis
Tampilkan semua diagnosa yang ada,riwayat_diagnosis
List diagnosis medis lengkap,riwayat_diagnosis
Apa saja diagnosa saya selama ini,riwayat_diagnosis
Cek catatan dokter tentang diagnosis,riwayat_diagnosis
Saya ingin tahu hasil diagnosa penyakit saya,riwayat_diagnosis
Daftar penyakit yang sudah didiagnosis ke saya,riwayat_diagnosis
Tolong tampilkan riwayat diagnosa lengkap,riwayat_diagnosis
Saya ingin cek catatan diagnosa terakhir,riwayat_diagnosis
Riwayat diagnosa penyakit saya,riwayat_diagnosis
Apa hasil diagnosa kunjungan terakhir,riwayat_diagnosis
Tampilkan detail diagnosa dokter,riwayat_diagnosis
Saya mau lihat catatan diagnosa,riwayat_diagnosis
Cek apakah ada diagnosis asma,riwayat_diagnosis
Saya mau tahu daftar diagnosa sementara,riwayat_diagnosis
List penyakit terdiagnosis dalam catatan medis saya,riwayat_diagnosis
Tolong cek apakah ada diagnosa maag,riwayat_diagnosis
Tampilkan semua diagnosis yang pernah tercatat,riwayat_diagnosis
Saya ingin tahu apa diagnosis utama saya,riwayat_diagnosis
Tolong tampilkan riwayat resep obat saya,riwayat_preskripsi_obat
Apa saja obat yang pernah diresepkan ke saya?,riwayat_preskripsi_obat
Lihat daftar obat yang sudah diresepkan,riwayat_preskripsi_obat
Bisa tunjukkan riwayat preskripsi obat saya,riwayat_preskripsi_obat
Saya ingin tahu obat apa saja yang pernah diberikan,riwayat_preskripsi_obat
Tampilkan daftar obat dari preskripsi sebelumnya,riwayat_preskripsi_obat
Cek riwayat preskripsi obat milik saya,riwayat_preskripsi_obat
Tolong list semua obat yang pernah diresepkan,riwayat_preskripsi_obat
Ada catatan obat apa saja di riwayat saya?,riwayat_preskripsi_obat
Berikan daftar obat yang sudah diresepkan dokter,riwayat_preskripsi_obat
Saya mau lihat histori resep obat,riwayat_preskripsi_obat
Cek catatan preskripsi obat saya,riwayat_preskripsi_obat
Lihat semua obat yang pernah saya konsumsi dari resep dokter,riwayat_preskripsi_obat
Apa ada daftar obat dari resep lama saya?,riwayat_preskripsi_obat
Riwayat obat yang diresepkan tolong ditampilkan,riwayat_preskripsi_obat
Saya perlu tahu catatan obat dari resep sebelumnya,riwayat_preskripsi_obat
Daftar preskripsi obat terdahulu saya mana?,riwayat_preskripsi_obat
Bisakah ditunjukkan obat apa saja yang pernah diberikan dokter,riwayat_preskripsi_obat
Saya ingin cek kembali obat yang diresepkan,riwayat_preskripsi_obat
Lihat catatan obat dari preskripsi terdahulu,riwayat_preskripsi_obat
Tolong perlihatkan daftar obat resep saya,riwayat_preskripsi_obat
Histori obat resep saya ada apa saja?,riwayat_preskripsi_obat
Cek preskripsi obat yang pernah saya terima,riwayat_preskripsi_obat
Saya mau tahu obat apa saja dalam riwayat resep,riwayat_preskripsi_obat
Daftar riwayat preskripsi obat pasien ini mana?,riwayat_preskripsi_obat
Tolong tampilkan obat resep lama,riwayat_preskripsi_obat
Cek kembali obat yang pernah diresepkan sebelumnya,riwayat_preskripsi_obat
Apa saja obat yang ada di catatan resep saya?,riwayat_preskripsi_obat
Saya ingin lihat preskripsi obat terdahulu,riwayat_preskripsi_obat
Tunjukkan histori resep obat yang pernah ada,riwayat_preskripsi_obat
Riwayat penggunaan obat dari resep dokter saya mana?,riwayat_preskripsi_obat
Lihat list obat yang diresepkan di kunjungan sebelumnya,riwayat_preskripsi_obat
Saya mau periksa kembali daftar obat yang diresepkan,riwayat_preskripsi_obat
Coba tampilkan histori obat resep,riwayat_preskripsi_obat
Ada catatan obat resep sebelumnya?,riwayat_preskripsi_obat
Preskripsi obat saya sebelumnya tolong diperlihatkan,riwayat_preskripsi_obat
Saya ingin review kembali obat yang pernah diresepkan,riwayat_preskripsi_obat
Tampilkan catatan obat resep terdahulu,riwayat_preskripsi_obat
Riwayat obat resep dokter bisa dilihatkan?,riwayat_preskripsi_obat
List obat resep saya mana?,riwayat_preskripsi_obat
Tolong buka histori obat resep,riwayat_preskripsi_obat
Saya butuh data obat yang pernah diresepkan,riwayat_preskripsi_obat
Preskripsi obat terdahulu saya apa saja?,riwayat_preskripsi_obat
Cek kembali obat-obatan dari resep lama,riwayat_preskripsi_obat
Saya ingin tahu daftar obat resep yang pernah diberikan,riwayat_preskripsi_obat
